log_id,time,level,ms_id,message
139,2018-06-24 08:42:08.858,INFO,eff46a4d-ce16-4496-93fa-03838a530da2," nova.osapi_compute.wsgi.server  192.168.111.8 ""POST /v2.1/os-server-external-events HTTP/1.1"" status: 200 len: 460 time: 0.1505129 "
140,2018-06-24 08:42:09.224,WARNING,eff46a4d-ce16-4496-93fa-03838a530da2, stevedore.named  Could not load instance_network_info 
141,2018-06-24 08:43:11.002,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," os_vif  Successfully plugged vif VIFBridge(active=False,address=fa:16:3e:05:99:a4,bridge_name='qbr281b54f7-0a',has_traffic_filtering=True,id=,network=Network(),plugin='ovs',port_profile=VIFPortProfileBase,preserve_on_delete=False,vif_name='tap281b54f7-0a') "
142,2018-06-24 08:43:11.490,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.virt.libvirt.driver   Using config drive 
143,2018-06-24 08:43:11.672,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.virt.libvirt.driver   Creating config drive at /var/lib/nova/instances//disk.config 
144,2018-06-24 08:43:13.044,INFO,380cc2eb-f3a2-4406-aa55-c2a17ca5e287, nova.compute.manager   VM Started (Lifecycle Event) 
145,2018-06-24 08:43:13.111,INFO,380cc2eb-f3a2-4406-aa55-c2a17ca5e287, nova.compute.manager   VM Paused (Lifecycle Event) 
146,2018-06-24 08:43:13.244,INFO,380cc2eb-f3a2-4406-aa55-c2a17ca5e287, nova.compute.manager   During sync_power_state the instance has a pending task (spawning). Skip. 
147,2018-06-24 08:43:14.389,INFO,380cc2eb-f3a2-4406-aa55-c2a17ca5e287, nova.compute.manager   VM Resumed (Lifecycle Event) 
148,2018-06-24 08:43:14.396,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.compute.manager   Took 68.62 seconds to spawn the instance on the hypervisor. 
149,2018-06-24 08:43:14.531,INFO,380cc2eb-f3a2-4406-aa55-c2a17ca5e287, nova.compute.manager   During sync_power_state the instance has a pending task (spawning). Skip. 
150,2018-06-24 08:43:14.532,INFO,380cc2eb-f3a2-4406-aa55-c2a17ca5e287, nova.compute.manager   VM Resumed (Lifecycle Event) 
151,2018-06-24 08:43:14.583,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.compute.manager   Took 69.55 seconds to build instance. 
152,2018-06-03 00:38:03.979,INFO,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8," nova.osapi_compute.wsgi.server  240.0.0.2 ""POST /v2.1/servers HTTP/1.1"" status: 202 len: 796 time: 0.8770208 "
153,2018-06-03 00:38:04.087,INFO,3cbbca3d-70ef-4d4e-b2f3-430ed7bed24d," nova.osapi_compute.wsgi.server  192.168.111.8 ""GET /v2.1/servers/ HTTP/1.1"" status: 200 len: 1892 time: 0.1010220 "
154,2018-06-03 00:38:04.317,WARNING,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8, stevedore.named  Could not load build_instance 
155,2018-06-03 00:38:04.494,INFO,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8," nova.compute.claims   Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU "
156,2018-06-03 00:38:04.495,INFO,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8," nova.compute.claims   Total memory: 128524 MB, used: 81408.00 MB "
157,2018-06-03 00:38:04.496,INFO,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8," nova.compute.claims   memory limit: 192786.00 MB, free: 111378.00 MB "
158,2018-06-03 00:38:04.497,INFO,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8," nova.compute.claims   Total disk: 2232 GB, used: 960.00 GB "
159,2018-06-03 00:38:04.498,INFO,720748c0-ca2a-4fd4-8d16-fc4d0989ffa8," nova.compute.claims   disk limit: 2232.00 GB, free: 1272.00 GB "
